"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"169441","AT 2024afpj","14:50:08.168","+40:26:35.30","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rzk","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.005","orange-ATLAS","2024-12-29 14:27:04.032","ATLAS_Bot1","","2024TNSTR5124....1T","",""
"169440","AT 2024afpi","14:38:47.032","+28:30:31.23","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rzi","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1","","1","1","","18.51","orange-ATLAS","2024-12-29 15:34:05.088","ATLAS_Bot1","","2024TNSTR5124....1T","",""
"169439","AT 2024afph","14:27:18.650","+16:33:19.62","","","","","ATLAS, GOTO","ATLAS, GOTO","","ATLAS; GOTO","ATLAS24rzh","ATLAS-HKO - ATLAS-02, GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.242","orange-ATLAS","2024-12-29 15:25:19.776","ATLAS_Bot1","","2024TNSTR5124....1T","",""
"169438","AT 2024afpg","10:42:12.496","+23:44:51.60","","","","","ATLAS","ATLAS","","ATLAS","ATLAS24rzf","ATLAS-HKO - ATLAS-02","","1","1","","18.492","orange-ATLAS","2024-12-29 12:48:36.864","ATLAS_Bot1","","2024TNSTR5124....1T","",""
"169429","AT 2024afox","08:47:05.084","-05:24:04.52","","","","","ZTF","ZTF","","ZTF","ZTF24abztbsc","P48 - ZTF-Cam","","1","1","","19.8605","r-ZTF","2024-12-29 06:54:52.997","Fritz","","2024TNSTR5141....1S","",""
"169428","AT 2024afow","15:49:51.777","+48:02:47.43","","","","","ZTF","ZTF","","ZTF","ZTF24abzwnsr","P48 - ZTF-Cam","","1","1","","19.6252","r-ZTF","2024-12-29 11:53:31.001","Fritz","","2024TNSTR5141....1S","",""
"169427","AT 2024afov","15:56:18.241","+50:55:39.44","","","","","ZTF, GOTO","ZTF, GOTO","","GOTO; ZTF","ZTF24abzwoej","GOTO-N - GOTO-1, P48 - ZTF-Cam","","1","1","","19.5483","r-ZTF","2024-12-29 11:53:31.001","Fritz","","2024TNSTR5141....1S","",""
"169424","AT 2024afos","05:12:02.040","-19:37:21.09","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abyxivp","P48 - ZTF-Cam","","1","1","","19.8622","r-ZTF","2024-12-29 07:23:36.004","ALeRCE","","2024TNSTR5123....1F","",""
"169423","AT 2024afor","05:37:07.529","-16:02:16.50","","","WISEA J053707.82-160218.0","","ALeRCE","ZTF","","ALeRCE","ZTF24abzdccf","P48 - ZTF-Cam","","1","1","","19.9099","r-ZTF","2024-12-29 07:24:57.004","ALeRCE","","2024TNSTR5123....1F","",""
"169422","AT 2024afoq","00:02:12.444","+18:06:29.08","","","","","ALeRCE","ZTF","","ALeRCE","ZTF24abzqtga","P48 - ZTF-Cam","","1","1","","19.9537","r-ZTF","2024-12-29 02:40:32.002","ALeRCE","","2024TNSTR5123....1F","",""
"169421","AT 2024afop","22:25:14.897","+18:17:19.39","","","SDSS J222514.92+181719.4","","ALeRCE","ZTF","","ALeRCE","ZTF24abzqupe","P48 - ZTF-Cam","","1","1","","19.8418","r-ZTF","2024-12-29 02:45:57.997","ALeRCE","","2024TNSTR5123....1F","",""
"169420","AT 2024afoo","03:06:55.372","+01:45:54.28","","","WISEA J030655.39+014553.2","","ALeRCE","ZTF","","ALeRCE","ZTF24abzrzhz","P48 - ZTF-Cam","","1","1","","20.0872","g-ZTF","2024-12-29 05:38:42.999","ALeRCE","","2024TNSTR5123....1F","",""
"169418","AT 2024afom","06:26:54.573","+63:32:44.88","","","SDSS J062654.72+633250.6","","ALeRCE","ZTF","","ALeRCE","ZTF24abzsrpo","P48 - ZTF-Cam","","1","1","","19.5063","r-ZTF","2024-12-29 06:42:08.997","ALeRCE","","2024TNSTR5123....1F","",""
"169417","AT 2024afol","10:05:22.484","-28:47:59.70","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24jpy","ATLAS-CHL - ATLAS-04, GOTO-S - GOTO-3, GOTO-S - GOTO-4","","1","1","","19.22","L-GOTO","2024-12-29 13:39:07.776","GOTO_bot","","2024TNSTR5130....1O","",""
"169409","AT 2024afoe","16:31:37.146","+57:42:22.57","","","","","ZTF","ZTF","","ZTF","ZTF24abzwpje","P48 - ZTF-Cam","","1","1","","17.4944","r-ZTF","2024-12-29 12:17:08.998","Fritz","","2024TNSTR5142....1R","",""
"169406","AT 2024afob","08:14:21.213","+39:15:06.65","","","","","ZTF","ZTF","","ZTF","ZTF24abzvohz","P48 - ZTF-Cam","","1","1","","19.5704","g-ZTF","2024-12-29 10:03:49.999","Fritz","","2024TNSTR5141....1S","",""
"169395","AT 2024afnq","15:22:14.241","+26:14:48.91","","","","","ZTF","ZTF","","ZTF","ZTF24abzwnym","P48 - ZTF-Cam","","1","1","","19.4767","r-ZTF","2024-12-29 11:55:34.000","Fritz","","2024TNSTR5141....1S","",""
"169394","AT 2024afnp","07:51:48.517","+01:02:48.10","","","","","GOTO, ZTF","GOTO, ZTF","","GOTO; ZTF","GOTO24jpx","GOTO-N - GOTO-2, GOTO-S - GOTO-4, P48 - ZTF-Cam","","1","1","","19.33","L-GOTO","2024-12-29 13:06:20.448","GOTO_bot","","2024TNSTR5130....1O","",""
"169384","AT 2024afnf","01:16:16.300","-53:36:45.01","","","","","GOTO, ATLAS","GOTO, ATLAS","","ATLAS; GOTO","GOTO24jpt","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, GOTO-S - GOTO-4","","1","1","","19.31","L-GOTO","2024-12-29 11:24:29.376","GOTO_bot","","2024TNSTR5130....1O","",""
"169382","AT 2024afnd","01:08:27.420","-29:05:40.52","","","","","GOTO","GOTO","","GOTO","GOTO24jpn","GOTO-S - GOTO-4","","1","1","","19.61","L-GOTO","2024-12-29 12:15:33.984","GOTO_bot","","2024TNSTR5130....1O","",""
"169381","AT 2024afnc","00:56:02.610","-29:27:29.27","","","","","GOTO","GOTO","","GOTO","GOTO24jpm","GOTO-S - GOTO-4","","1","1","","19.78","L-GOTO","2024-12-29 12:15:33.984","GOTO_bot","","2024TNSTR5130....1O","",""
"169318","AT 2024afkr","00:09:35.374","-49:57:05.77","","","","","GOTO","GOTO","","GOTO","GOTO24joz","GOTO-S - GOTO-4","","1","1","","19.8","L-GOTO","2024-12-29 11:01:53.760","GOTO_bot","","2024TNSTR5127....1K","",""
"169306","AT 2024afkf","05:04:52.751","-15:55:01.06","","","","","ZTF","ZTF","","ZTF","ZTF24abzrqov","P48 - ZTF-Cam","","1","1","","19.1557","g-ZTF","2024-12-29 05:07:49.995","Fritz","","2024TNSTR5141....1S","",""
"169304","AT 2024afkd","07:14:55.390","+53:07:18.89","","","","","ZTF","ZTF","","ZTF","ZTF24abzsvbq","P48 - ZTF-Cam","","1","1","","19.0906","r-ZTF","2024-12-29 06:44:14.000","Fritz","","2024TNSTR5141....1S","",""
"169296","AT 2024afjv","12:56:11.455","-13:38:15.13","","","","","GOTO","GOTO","","GOTO","GOTO24joi","GOTO-N - GOTO-1, GOTO-S - GOTO-4","","1","1","","19.35","L-GOTO","2024-12-28 17:04:08.544","GOTO_bot","","2024TNSTR5131....1R","",""
"169287","AT 2024afjm","11:28:38.538","-05:46:10.08","","","","","GOTO","GOTO","","GOTO","GOTO24job","GOTO-N - GOTO-2, GOTO-S - GOTO-3","","1","1","","19.51","L-GOTO","2024-12-28 16:18:13.248","GOTO_bot","","2024TNSTR5129....1O","",""
"169286","AT 2024afjl","13:40:42.095","+24:29:31.02","","","","","GOTO","GOTO","","GOTO","GOTO24jor","GOTO-N - GOTO-1, GOTO-N - GOTO-2","","1","1","","19.05","L-GOTO","2024-12-29 05:13:18.048","GOTO_bot","","2024TNSTR5127....1K","",""
"169285","AT 2024afjk","02:34:18.243","+22:12:31.16","","","","","ZTF","ZTF","","ZTF","ZTF24abzsfuo","P48 - ZTF-Cam","","1","1","","18.1004","g-ZTF","2024-12-29 05:59:41.000","Fritz","","2024TNSTR5142....1R","",""
"169281","AT 2024afjg","00:39:33.438","+47:01:33.31","","","","","ZTF","ZTF","","ZTF","ZTF24abzrqwm","P48 - ZTF-Cam","","1","1","","19.7529","r-ZTF","2024-12-29 03:07:56.997","Fritz","","2024TNSTR5141....1S","",""
"169279","AT 2024afje","02:43:56.184","+24:59:57.93","","","","","ZTF","ZTF","","ZTF","ZTF24abzskap","P48 - ZTF-Cam","","1","1","","19.5493","r-ZTF","2024-12-29 04:28:53.999","Fritz","","2024TNSTR5141....1S","",""
"169238","AT 2024afhu","10:12:57.496","+06:10:50.88","","","","","GOTO","GOTO","","GOTO","GOTO24joc","GOTO-S - GOTO-3","","1","1","","19.77","L-GOTO","2024-12-28 15:52:36.192","GOTO_bot","","2024TNSTR5105....1O","",""
